licenseNum,date,yelp_name,yelp_id,image_url,is_claimed,is_closed,address,city,state,country,zip_code,price,rating,review_count,transactions,url,,
BU20566480,4/30/19,Hacienda Grande Assisted Living Center,BehTHHVgHCUzIozw9g4bpA,,FALSE,FALSE,1740 Grand Ave,Long Beach,CA,US,90804,,5,2,[],https://www.yelp.com/biz/hacienda-grande-assisted-living-center-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20506750,4/30/19,Deno's Pizza,iwz5DTLe-fVgJMMTzRDENA,https://s3-media4.fl.yelpcdn.com/bphoto/8ZcSPue7iFWfcGwExfwb5A/o.jpg,FALSE,FALSE,1100 Redondo Ave,Long Beach,CA,US,90804,$,3,62,"['pickup', 'delivery']",https://www.yelp.com/biz/denos-pizza-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20506810,4/30/19,Fibers & Floors,3rLCh5E8iD_5B2a_tvsCxQ,https://s3-media1.fl.yelpcdn.com/bphoto/ftjlZlhwXvlk-PGJxTMXXg/o.jpg,TRUE,FALSE,16 Coronado Ave,Long Beach,CA,US,90803,,5,2,[],https://www.yelp.com/biz/fibers-and-floors-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20616290,4/30/19,Best Shoe Repair & Keys,RtUWULD0mVf4Uv-P6gRspg,https://s3-media1.fl.yelpcdn.com/bphoto/YjpQGQxHWacWhxiJUxaLsQ/o.jpg,FALSE,FALSE,3203 E Anaheim St,Long Beach,CA,US,90804,,3.5,18,[],https://www.yelp.com/biz/best-shoe-repair-and-keys-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU02046870,4/30/19,Town & Country Car Wash,s7xmrik31PQeoYB_k1x33w,https://s3-media1.fl.yelpcdn.com/bphoto/jaRggan3sHStD90LjGy9Ow/o.jpg,TRUE,FALSE,5675 E Pacific Coast Hwy,Long Beach,CA,US,90814,,4,31,[],https://www.yelp.com/biz/town-and-country-car-wash-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20528920,4/30/19,Blue Ribbon Cleaners,egOqJsFqLE8SOdcSeA4x8w,https://s3-media3.fl.yelpcdn.com/bphoto/DWAmvUDthyDIdgl9C3YIYA/o.jpg,TRUE,FALSE,640 Redondo Ave,Long Beach,CA,US,90814,$,4,34,[],https://www.yelp.com/biz/blue-ribbon-cleaners-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20151821,4/30/19,The Gondolier Apartments,JbRvNX6V1_fpGmdeI49RlA,https://s3-media1.fl.yelpcdn.com/bphoto/qjkGLcJLhQk8od4Rd4wuIQ/o.jpg,TRUE,FALSE,5525 E Pacific Coast Hwy,Long Beach,CA,US,90804,,2.5,9,[],https://www.yelp.com/biz/the-gondolier-apartments-long-beach-2?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20329110,4/30/19,C & O Enterprises,FPFaylom-HPMuoDA6yf8bw,,FALSE,FALSE,425 Coronado Ave,Long Beach,CA,US,90814,,1,1,[],https://www.yelp.com/biz/c-and-o-enterprises-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20308080,4/30/19,Slice of Jamaica,LIFlO-EmlhoyPczFfLg96w,https://s3-media2.fl.yelpcdn.com/bphoto/nMnhaCYTh4OXVn8H6zUWrw/o.jpg,TRUE,FALSE,950 E 4th St,Long Beach,CA,US,90802,$$,5,1,[],https://www.yelp.com/biz/slice-of-jamaica-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20411081,4/30/19,Carousel Preschool,GOnFXpZtw_y4eFZQT3s-1w,,FALSE,FALSE,366 Cherry Ave,Long Beach,CA,US,90802,,5,4,[],https://www.yelp.com/biz/carousel-preschool-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20649490,4/30/19,Pet Waggin,6hxJsVamPj-50J6MY06CMQ,https://s3-media1.fl.yelpcdn.com/bphoto/EeUMGSyGMDTJ-iwRi-UhTQ/o.jpg,TRUE,FALSE,,Long Beach,CA,US,90814,,5,61,[],https://www.yelp.com/biz/pet-waggin-long-beach-2?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20123500,4/30/19,Palazzo Realty,JoQfAVNtWn_nAWQpx3btEQ,https://s3-media2.fl.yelpcdn.com/bphoto/tC-GfjmwWWX5zqtZewtmLw/o.jpg,FALSE,FALSE,3700 E 7th St,Long Beach,CA,US,90804,,3,37,[],https://www.yelp.com/biz/palazzo-realty-long-beach-2?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20617490,4/30/19,W-P Watches & Jewelry Clinic,ShUxilE-9EYdhmmbkJ0nrw,https://s3-media3.fl.yelpcdn.com/bphoto/-V2U4s7oXxq-xMxtg1OvDA/o.jpg,FALSE,FALSE,3326 E Anaheim St,Long Beach,CA,US,90804,$,4.5,74,[],https://www.yelp.com/biz/w-p-watches-and-jewelry-clinic-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20140830,4/30/19,Olfati Design Group,YB7BgI_Oi4NlXHyQuS0QIQ,https://s3-media2.fl.yelpcdn.com/bphoto/gddtc6scLCLAHO8DAUzAAQ/o.jpg,TRUE,FALSE,5199 E Pacific Coast Hwy,Long Beach,CA,US,90804,,5,1,[],https://www.yelp.com/biz/olfati-design-group-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20527700,4/30/19,Grace Hotel,4yv03MIGpGHCFJx18lpD8Q,https://s3-media2.fl.yelpcdn.com/bphoto/I1HPpYnNcv29nKtnRindbQ/o.jpg,FALSE,FALSE,1090 Obispo Ave,Long Beach,CA,US,90804,$$,1.5,6,[],https://www.yelp.com/biz/grace-hotel-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20656290,4/30/19,Mink Quan Thai,BvLsJ8RZPFMSqZHrT-O1ng,https://s3-media3.fl.yelpcdn.com/bphoto/eJXjO0uw_hrPhxqJtx4Cmw/o.jpg,FALSE,FALSE,2821 E Anaheim St,Long Beach,CA,US,90804,$$,3.5,154,[],https://www.yelp.com/biz/mink-quan-thai-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU02009281,4/30/19,Argonne Motel,luBnySoSvzg1o-elBfnCdw,https://s3-media4.fl.yelpcdn.com/bphoto/8XlYpsfZK1hVX5GzJyJM8w/o.jpg,FALSE,FALSE,1032 E 7th St,Long Beach,CA,US,90813,,1,2,[],https://www.yelp.com/biz/argonne-motel-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU01032560,4/30/19,L G Smith Accountancy,bZcvyJeblYimutGzMWHvFg,https://s3-media1.fl.yelpcdn.com/bphoto/2RG2cgpKKAps7JGb_1y1jg/o.jpg,TRUE,FALSE,4017 East 7th St,Long Beach,CA,US,90804,,5,1,[],https://www.yelp.com/biz/l-g-smith-accountancy-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20116990,4/30/19,Mar Mel Inn,WEIz9x07EBpdCoJVvkdGKA,https://s3-media1.fl.yelpcdn.com/bphoto/IL6S4rFqOgNg0n8o7pt5UQ/o.jpg,TRUE,FALSE,1374 Gladys Ave,Long Beach,CA,US,90804,,4.5,51,[],https://www.yelp.com/biz/mar-mel-inn-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20513900,4/30/19,Law Offices of Vitthara Tan,KRRoiPGcx-or0XDmG7xAhg,https://s3-media2.fl.yelpcdn.com/bphoto/ldvbyKtZOhawRD-Y-jAN6A/o.jpg,TRUE,FALSE,1360 E Anaheim St,Long Beach,CA,US,90813,,2.5,3,[],https://www.yelp.com/biz/law-offices-of-vitthara-tan-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20650900,4/30/19,Ilda's Hair Design,aVso2oGX6bG3AGxGcyplbA,https://s3-media3.fl.yelpcdn.com/bphoto/GS_bM5u6jP0A2_802UtVCw/o.jpg,FALSE,TRUE,1717 E Anaheim St,Long Beach,CA,US,90813,$,4.5,2,[],https://www.yelp.com/biz/ildas-hair-design-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20627640,4/30/19,Long Beach Boxing & Fitness,DnINKLQ1rITPxKNenUpwpA,https://s3-media2.fl.yelpcdn.com/bphoto/WU7DOXKfWQpJ19B28NeDFw/o.jpg,FALSE,TRUE,1780 Martin Luther King Jr Ave,Long Beach,CA,US,90813,,5,1,[],https://www.yelp.com/biz/long-beach-boxing-and-fitness-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20205812,4/30/19,The Green Plumber,sEV1NY0b-l_HHtlCNLJspA,https://s3-media1.fl.yelpcdn.com/bphoto/R1jyNXVwxzSAz3AWLhHWtQ/o.jpg,TRUE,FALSE,4224 E Colorado St,Long Beach,CA,US,90814,,4.5,161,[],https://www.yelp.com/biz/the-green-plumber-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20039940,4/30/19,Edith's Beauty & Barber Shop,LgXERo6m2I9mYP8pctv9dg,https://s3-media3.fl.yelpcdn.com/bphoto/ZNlk2zu5aCuqYVpCbq4NSw/o.jpg,FALSE,FALSE,1013 E Anaheim St,Long Beach,CA,US,90813,$,5,3,[],https://www.yelp.com/biz/ediths-beauty-and-barber-shop-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20622970,4/30/19,Wiring Solutions,PtKuxbDrovkAORTHnrqdgg,https://s3-media3.fl.yelpcdn.com/bphoto/HUPFne286cCaVPQNYTBeWQ/o.jpg,TRUE,FALSE,895 Palo Verde Ave,Long Beach,CA,US,90815,,5,68,[],https://www.yelp.com/biz/wiring-solutions-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20640320,4/30/19,Bourbon Street Liquor,TjX1BDMTYU1cLBzkWoCftg,https://s3-media4.fl.yelpcdn.com/bphoto/_xiYvvdJcVlq-39LmvqQTw/o.jpg,TRUE,FALSE,1360 E 7th St,Long Beach,CA,US,90813,$,4,2,[],https://www.yelp.com/biz/bourbon-street-liquor-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU01022900,4/30/19,The Salvation Army Family Store & Donation Center,1Ps2RuWld6DzTacs42epeA,https://s3-media2.fl.yelpcdn.com/bphoto/cuwVmeWkcIxeQ3vbyQtbCg/o.jpg,TRUE,FALSE,1370 Alamitos Ave,Long Beach,CA,US,90813,$,2.5,58,[],https://www.yelp.com/biz/the-salvation-army-family-store-and-donation-center-long-beach-2?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20700180,4/30/19,Golden Moon,8DrC4tF6s-h06BWHjfYUeg,,TRUE,FALSE,1617 E Anaheim St,Long Beach,CA,US,90813,,1,1,[],https://www.yelp.com/biz/golden-moon-long-beach-2?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20724170,4/30/19,Regal Tailoring & Regal Dry Cleaning,xj2-H6hMX-WDw8L5hOANnQ,https://s3-media2.fl.yelpcdn.com/bphoto/En2BMpVgmjwJYD48V7y6AQ/o.jpg,TRUE,FALSE,371 Redondo Ave,Long Beach,CA,US,90814,$$,4.5,59,[],https://www.yelp.com/biz/regal-tailoring-and-regal-dry-cleaning-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20637960,4/30/19,Pacific Coast Style,wjRArz3YEYcvJFynQsTASQ,https://s3-media1.fl.yelpcdn.com/bphoto/cdcE-7iM01IAvTy4IBEKCQ/o.jpg,TRUE,FALSE,6232 E Pacific Coast Hwy,Long Beach,CA,US,90803,$$,4.5,129,[],https://www.yelp.com/biz/pacific-coast-style-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20730370,4/30/19,Trojan Self Serve Car Wash,B_MT2SZv4RFX_2oH7B8wRw,https://s3-media2.fl.yelpcdn.com/bphoto/qiwTWDEalXkygKENCYSl1Q/o.jpg,FALSE,FALSE,,Long Beach,CA,US,90804,,3.5,3,[],https://www.yelp.com/biz/trojan-self-serve-car-wash-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20619680,4/30/19,Daisy's Flowers,o1LaQ87PFOZynTs3K9ADyA,https://s3-media2.fl.yelpcdn.com/bphoto/XQVko2jFj-OWcAAyJW27Fg/o.jpg,TRUE,FALSE,626 Cherry Ave,Long Beach,CA,US,90802,$,4.5,26,[],https://www.yelp.com/biz/daisys-flowers-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20713730,4/30/19,Alex's Bar,ZGb09ZtiW2syv9tE2C0Xrg,https://s3-media1.fl.yelpcdn.com/bphoto/t6VAIPLpqAHyBGyhpX2HlQ/o.jpg,TRUE,FALSE,2913 E Anaheim St,Long Beach,CA,US,90804,$,4,529,[],https://www.yelp.com/biz/alexs-bar-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20718850,4/30/19,Long Beach Dental,3KKVyjvJRMYSmHuKc4ccIg,https://s3-media1.fl.yelpcdn.com/bphoto/jTho1z8kMskbBAgi2Y795g/o.jpg,FALSE,FALSE,308 Orange Ave,Long Beach,CA,US,90802,,3.5,56,[],https://www.yelp.com/biz/long-beach-dental-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20534810,4/30/19,Rascals Teriyaki Grill,bHSPsVDcuccVxEb8Z_ecEg,https://s3-media2.fl.yelpcdn.com/bphoto/KBgtMmcITHBln-wxKYkvFA/o.jpg,TRUE,FALSE,1760 Bellflower Blvd,Long Beach,CA,US,90815,$,4,692,[],https://www.yelp.com/biz/rascals-teriyaki-grill-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20651460,4/30/19,Bal Jagat - Children's World,36rcKOCG_AlE5kxvn4M-Sw,https://s3-media2.fl.yelpcdn.com/bphoto/UGxnTPrM5349EFbiVnlj2A/o.jpg,TRUE,FALSE,5199 E Pacific Coast Hwy,Long Beach,CA,US,90804,,5,17,[],https://www.yelp.com/biz/bal-jagat-childrens-world-long-beach-4?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20706170,4/30/19,Cynthia Pastor Design,3xlXhHgTKKX77ePdsAYN3A,,FALSE,FALSE,,Long Beach,CA,US,90803,,5,1,[],https://www.yelp.com/biz/cynthia-pastor-design-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20706270,4/30/19,New Generation Smoke Shop,GoqOyS9HDlihTrIHjuKm3Q,https://s3-media3.fl.yelpcdn.com/bphoto/WBMm0RfdMVCs42GHRGEyjQ/o.jpg,TRUE,FALSE,3735 E Anaheim St,Long Beach,CA,US,90804,$,3.5,13,[],https://www.yelp.com/biz/new-generation-smoke-shop-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20311830,4/30/19,Jay's Hearing Aid Center,Oq2z3KAjMjEGIKM2F9lN3A,https://s3-media4.fl.yelpcdn.com/bphoto/Udhr7qafahRQO9UGZQlbuA/o.jpg,TRUE,FALSE,3740 E 7th St,Long Beach,CA,US,90804,,5,5,[],https://www.yelp.com/biz/jays-hearing-aid-center-long-beach-2?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20608700,4/30/19,Starbucks,6os4qf_Fb764t77_uZIszQ,https://s3-media4.fl.yelpcdn.com/bphoto/Mb3SCq0zWZaYoBSLGW6Nog/o.jpg,TRUE,FALSE,3390 E. 7th Street,Long Beach,CA,US,90804,$,3.5,147,[],https://www.yelp.com/biz/starbucks-long-beach-45?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20713450,4/30/19,Belmont Shore Veterinary Hospital,tF7A6SLwy6zF7UOR0EmMxQ,https://s3-media4.fl.yelpcdn.com/bphoto/t3YAJIsvS6rf9-8hA7eEtg/o.jpg,TRUE,FALSE,6222 E Pacific Coast Hwy,Long Beach,CA,US,90803,,4,152,[],https://www.yelp.com/biz/belmont-shore-veterinary-hospital-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20566390,4/30/19,TNT Hair & Nail,BnMxCPq7jq4Y9-snH3gu2g,https://s3-media4.fl.yelpcdn.com/bphoto/32lCYtnbkHNq7JDIVZfbDQ/o.jpg,FALSE,FALSE,2230 E 7th St,Long Beach,CA,US,90804,$,4,35,[],https://www.yelp.com/biz/tnt-hair-and-nail-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20308290,4/30/19,CVS Pharmacy,clfuMzSLGP8VsBdrxRe_pA,https://s3-media2.fl.yelpcdn.com/bphoto/NBT_HBS3irOFB227VbjWKQ/o.jpg,TRUE,FALSE,650 N Bellflower Blvd,Long Beach,CA,US,90814,$$,3.5,27,[],https://www.yelp.com/biz/cvs-pharmacy-long-beach-9?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20660280,4/30/19,Starling Diner,xSFD8mvYq4ru41axMweRcA,https://s3-media3.fl.yelpcdn.com/bphoto/qAKCOz7cMHOfXsqnlckMAQ/o.jpg,TRUE,FALSE,4114 E 3rd St,Long Beach,CA,US,90814,$$,4,1581,"['delivery', 'pickup']",https://www.yelp.com/biz/starling-diner-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20714130,4/30/19,Goyette Sound and Video,u3UAe973lqIShfAUuuKyjA,https://s3-media1.fl.yelpcdn.com/bphoto/cZUPTrhFq-6OsykGWtOV3A/o.jpg,TRUE,FALSE,,Long Beach,CA,US,,,5,5,[],https://www.yelp.com/biz/goyette-sound-and-video-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU07015940,4/30/19,Café Piccolo,Kd4vwLWkpJuQB7J8KlrQYg,https://s3-media3.fl.yelpcdn.com/bphoto/OjXzEog6l_BYoUMRMXtoRA/o.jpg,TRUE,FALSE,3222 E Broadway,Long Beach,CA,US,90803,$$,4,777,"['delivery', 'pickup']",https://www.yelp.com/biz/caf%C3%A9-piccolo-long-beach-2?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20447200,4/30/19,Finest Nails & Spa,kY6p-mhmDFD0B0urMno-QA,https://s3-media4.fl.yelpcdn.com/bphoto/budSoOe5qb3bM-yoKi_XsA/o.jpg,FALSE,FALSE,5712 E 7th St,Long Beach,CA,US,90803,$$,3.5,88,[],https://www.yelp.com/biz/finest-nails-and-spa-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20648800,4/30/19,Earl Jordan - State Farm Insurance Agent,ikRh-CxavwChSrdgyQjRog,https://s3-media4.fl.yelpcdn.com/bphoto/5rNxE4R6uiA0dYoOVYiGvA/o.jpg,TRUE,FALSE,2545 E Broadway,Long Beach,CA,US,90803,,4.5,12,[],https://www.yelp.com/biz/earl-jordan-state-farm-insurance-agent-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20343890,4/30/19,Centinela Feed & Pet Supplies,xcp0lz8TvNXJCneypexahA,https://s3-media4.fl.yelpcdn.com/bphoto/c2F15hTdAo-SXvTggoULaw/o.jpg,TRUE,FALSE,4700 Pacific Coast Highway,Long Beach,CA,US,90804,,4,178,[],https://www.yelp.com/biz/centinela-feed-and-pet-supplies-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20611040,4/30/19,Mike's Auto Repair,wF9CEzR3ZPgYVPZ07dzo6g,https://s3-media3.fl.yelpcdn.com/bphoto/RCAK4Jy7xjTvP177v0oljw/o.jpg,FALSE,FALSE,1190 E Anaheim St,Long Beach,CA,US,90813,,4.5,41,[],https://www.yelp.com/biz/mikes-auto-repair-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20627050,4/30/19,Merry's,p4xh9V2TFShK-hjp4pEExA,https://s3-media3.fl.yelpcdn.com/bphoto/ucbfUwiWW2JrNMuGlxHE1Q/o.jpg,TRUE,FALSE,2747 E Broadway,Long Beach,CA,US,90803,$$,5,31,[],https://www.yelp.com/biz/merrys-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20708540,4/30/19,Pan's Auto Collision,wxyPWH1lLYF9CI6X3t6MIA,https://s3-media2.fl.yelpcdn.com/bphoto/qA19azpDjcEpbbmelrNSXA/o.jpg,TRUE,FALSE,1710 E Anaheim St,Long Beach,CA,US,90813,,5,40,[],https://www.yelp.com/biz/pans-auto-collision-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20714450,4/30/19,Siam Market,HZDR0i3ORq4cVL4cKKW-LA,https://s3-media3.fl.yelpcdn.com/bphoto/CLJqFWtc1mLf6kUGLK7PhA/o.jpg,FALSE,FALSE,2505 E Anaheim St,Long Beach,CA,US,90804,$,1,1,[],https://www.yelp.com/biz/siam-market-long-beach-2?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
