licenseNum,date_fetched,name,place_id,formatted_address,latitude,longitude,price_level,rating,url,website,formatted_phone_number
BU20308080,2019-05-01,Slice of Jamrica,ChIJ8dg8zxUx3YARZ1Ee81Fgvd8,"954 E 4th St, Long Beach, CA 90802, USA",33.7716028,-118.1801522,,5,https://maps.google.com/?cid=16122148146143711591,http://sliceofjamaica.com/,(562) 900-3778
BU20411081,2019-05-01,Carousel Preschool,ChIJPTvGAQ8x3YARY35uXodJcFo,"366 Cherry Ave, Long Beach, CA 90802, USA",33.7712561,-118.1675398,,4,https://maps.google.com/?cid=6516789506558819939,,(562) 434-1938
BU20123500,2019-05-01,Palazzo Realty Inc,ChIJQ5meGaUx3YARa3CwDnURD8s,"3700 E 7th St, Long Beach, CA 90804, USA",33.7752201,-118.1490036,,2.3,https://maps.google.com/?cid=14631932908805320811,https://www.palazzorealtyinc.com/,(562) 433-8994
BU20617490,2019-05-01,W P Watches & Jewelry Clinic,ChIJk13OAKIx3YARP1yN-CwRH0A,"3326 E Anaheim St, Long Beach, CA 90804, USA",33.7823243,-118.1528979,,4.7,https://maps.google.com/?cid=4620430627551665215,,(562) 986-9500
BU20527700,2019-05-01,Grace Hotel,ChIJPdZbkaEx3YAR-CP6adz4rTc,"1090 Obispo Ave, Long Beach, CA 90804, USA",33.7806416,-118.1545018,,2.8,https://maps.google.com/?cid=4012136468611474424,,(800) 947-7666
BU20656290,2019-05-01,Mink Quan Thai,ChIJ059p258x3YARfHEX5w859PA,"2821 E Anaheim St, Long Beach, CA 90804, USA",33.7827965,-118.1584705,,4.2,https://maps.google.com/?cid=17362565203884470652,,(562) 439-3008
BU02009281,2019-05-01,Argonne Motel,ChIJEdXj3hQx3YARCH12894a7NI,"1032 E 7th St, Long Beach, CA 90813, USA",33.7749807,-118.1793597,,3.1,https://maps.google.com/?cid=15198552387338272008,,(562) 437-4063
BU01032560,2019-05-01,Leon G Smith Accountancy Corporation,ChIJSTYB7box3YAR6CPOdZMcUhU,"4017 E 7th St, Long Beach, CA 90804, USA",33.77553109999999,-118.1453574,,,https://maps.google.com/?cid=1536321842548974568,,(562) 438-9991
BU20116990,2019-05-01,Mar Mel Inn ~ Bed & Breakfast for Dogs and Cats,ChIJ6eU3tZ8x3YARUxSHBLIOM3g,"1374 Gladys Ave, Long Beach, CA 90804, USA",33.7840026,-118.1574083,,3.8,https://maps.google.com/?cid=8661282666106524755,http://www.marmelinn.com/,(562) 439-2993
BU20513900,2019-05-01,Vitthara Tan Law Offices,ChIJbbiDnm4x3YARs6Ux30QeThE,"1360 E Anaheim St #201, Long Beach, CA 90813, USA",33.782197,-118.1744117,,5,https://maps.google.com/?cid=1246967427979388339,http://www.khmerattorney.com/,(562) 218-2400
BU20650900,2019-05-01,Ilda's Hair Design,ChIJu1xtBnIx3YARp6pmRxkhcBM,"1717 E Anaheim St, Long Beach, CA 90813, USA",33.78278619999999,-118.1704768,,4.6,https://maps.google.com/?cid=1400655876568033959,,(562) 218-6891
BU20039940,2019-05-01,Edith's Barber & Beauty Shop,ChIJ38G6pGkx3YARiwmvSrXvJOU,"1013 E Anaheim St, Long Beach, CA 90813, USA",33.7827181,-118.1802853,,4.1,https://maps.google.com/?cid=16511585695768185227,,(562) 599-0217
BU20640320,2019-05-01,Bourbon Street Liquor,ChIJPbBfAhMx3YAREn2CW5dd_LA,"1360 E 7th St, Long Beach, CA 90813, USA",33.775025,-118.173802,,3.9,https://maps.google.com/?cid=12753171149463125266,,(562) 437-6264
BU01022900,2019-05-01,The Salvation Army Family Store & Donation Center,ChIJi70DPGkx3YARpSAmwOnD17k,"1370 Alamitos Ave, Long Beach, CA 90813, USA",33.7835816,-118.1770241,,3.7,https://maps.google.com/?cid=13391387425727979685,https://satruck.org/,(562) 218-2355
BU20700180,2019-05-01,Metro by T-Mobile,ChIJq_I5-20x3YARytPXPIJaNWA,"1617 E Anaheim St, Long Beach, CA 90813, USA",33.7828611,-118.1714828,1,3.8,https://maps.google.com/?cid=6932546716819772362,https://www.metropcs.com/?cid=YEXT|GM-BD|Listings|Q119|Google|,(562) 591-9209
BU20724170,2019-05-01,Regal Tailoring & Regal Dry Cleaning,ChIJEdowMa8x3YARsjiB2XSY1Ds,"371 Redondo Ave A, Long Beach, CA 90814, USA",33.7707011,-118.1526527,,5,https://maps.google.com/?cid=4311238370933160114,,(562) 434-2131
BU20637960,2019-05-01,Pacific Coast Style,ChIJDa3gEikw3YAR-JdjspOwFjo,"6232 Pacific Coast Hwy, Long Beach, CA 90803, USA",33.76636709999999,-118.1173736,,4.9,https://maps.google.com/?cid=4185727052087007224,https://pacificcoaststyle.wixsite.com/marina,(562) 961-0148
BU20619680,2019-05-01,Daisy Flowers,ChIJg__wNQwx3YARAynrqNR_3Ho,"626 Cherry Ave, Long Beach, CA 90802, USA",33.7750785,-118.1675438,,4.9,https://maps.google.com/?cid=8853091518847330563,,(562) 434-7999
BU20713730,2019-05-01,Alex's Bar,ChIJ1bBKvp8x3YAR59EiENpiiU8,"2913 E Anaheim St, Long Beach, CA 90804, USA",33.7827625,-118.15739,1,4.5,https://maps.google.com/?cid=5731220689518776807,http://www.alexsbar.com/,(562) 434-8292
BU20718850,2019-05-01,Long Beach Dental,ChIJz3zmNREx3YARhieGGYM7YTQ,"308 Orange Ave, Long Beach, CA 90802, USA",33.7703015,-118.176357,,3.9,https://maps.google.com/?cid=3774363396968163206,http://www.atefrezkalla.com/,(562) 436-4214
BU20534810,2019-05-01,Rascals Teriyaki Grill,ChIJY_PsLd0x3YARGQzly1J8Dhg,"1760 N Bellflower Blvd, Long Beach, CA 90815, USA",33.7879999,-118.1237359,1,4.5,https://maps.google.com/?cid=1733459601634167833,http://www.rascalsteriyaki.com/,(562) 431-7777
BU20651460,2019-05-01,Bal Jagat - Children's World Inc.,ChIJ1xEXJMEx3YAR5kJdnA2TJqg,"5199 E Pacific Coast Hwy #204, Long Beach, CA 90804, USA",33.783216,-118.132547,,5,https://maps.google.com/?cid=12116533534154113766,http://www.baljagat.org/,(562) 597-5029
BU20706270,2019-05-01,New Generation Smoke Shop,ChIJJS6IvqIx3YAR304yf6CPnWo,"3735 E Anaheim St, Long Beach, CA 90804, USA",33.782993,-118.1485199,,4.1,https://maps.google.com/?cid=7682454458855476959,https://www.facebook.com/pages/New-Generation-Smoke-Shop/125421417511469,(562) 498-9140
BU20311830,2019-05-01,Jay's Hearing Aid Center,ChIJOy3fOqUx3YARHs6TjIgQirw,"3740 E 7th St, Long Beach, CA 90804, USA",33.77515379999999,-118.148215,,5,https://maps.google.com/?cid=13585689404576615966,,(562) 433-6701
BU20713450,2019-05-01,Belmont Shore Veterinary Hospital,ChIJsYi78Ssw3YARoalnGshkH6o,"6222 E Pacific Coast Hwy, Long Beach, CA 90803, USA",33.76646,-118.1177326,,4.6,https://maps.google.com/?cid=12258627521325017505,http://www.belmontshorevet.com/,(562) 961-0028
BU20566390,2019-05-01,TNT Hair & Nail,ChIJAXwv9gsx3YAR7xo3wobraLM,"2230 E 7th St, Long Beach, CA 90804, USA",33.7748542,-118.1651055,,4.5,https://maps.google.com/?cid=12927841694383545071,,(562) 434-6392
BU20660280,2019-05-01,Starling Diner,ChIJCQieyrMx3YARUJCgYfUkQUY,"4114 E 3rd St, Long Beach, CA 90814, USA",33.767982,-118.1443679,2,4.5,https://maps.google.com/?cid=5062368092464648272,http://starlingdiner.info/,(562) 433-2041
BU20447200,2019-05-01,The Finest Nails & Spa,ChIJf70Y2tMx3YARXK0qS-1MJwc,"5712 E 7th St, Long Beach, CA 90803, USA",33.774897,-118.1202264,,3.6,https://maps.google.com/?cid=515465264409259356,,(562) 494-7488
BU20648800,2019-05-01,Earl Jordan - State Farm Insurance Agent,ChIJSy62Hwcx3YARq2hlrRxDI0A,"2545 E Broadway, Long Beach, CA 90803, USA",33.7662029,-118.1617972,,3,https://maps.google.com/?cid=4621611433059510443,http://www.earljordan.com/?cmpid=lqp0_blm_0001,(562) 434-0911
BU20611040,2019-05-01,Mike's Auto Repair,ChIJn8fUUmkx3YAROE9X-xwUkAg,"1190 E Anaheim St, Long Beach, CA 90813, USA",33.78241329999999,-118.1768216,,4.5,https://maps.google.com/?cid=617015263658200888,,(562) 591-8208
BU20627050,2019-05-01,Merry's,ChIJEwJeUwcx3YARq5Vy9KNVzRQ,"2747 E Broadway, Long Beach, CA 90803, USA",33.7657855,-118.159691,,5,https://maps.google.com/?cid=1498948413653423531,http://www.merrys.biz/,(562) 987-4363
BU20708540,2019-05-01,Pan's Coach Craft,ChIJ44ukCXIx3YARBB6nxK2rh04,"1710 E Anaheim St, Long Beach, CA 90813, USA",33.78230819999999,-118.1706196,,5,https://maps.google.com/?cid=5658680219631296004,http://www.pccbodyshop.com/,(562) 599-7646
BU20108630,2019-05-01,Mkott Pich Jewelry,ChIJBWWamnMx3YAR5JjbQd3wj_8,"2120 E Anaheim St, Long Beach, CA 90804, USA",33.7822738,-118.1662663,,4.8,https://maps.google.com/?cid=18415202234424596708,,(562) 433-3530
BU20514601,2019-05-01,Anthony's Wigs,ChIJo-3Yd7cx3YARyfNb8fHn5sg,"4632 E 7th St, Long Beach, CA 90804, USA",33.77516769999999,-118.1386387,,5,https://maps.google.com/?cid=14476513078551507913,,(562) 438-0229
BU20147170,2019-05-01,Sherman Julie A DO,ChIJic4kQ5cx3YAR2dftnXF3BfE,"1703 Termino Ave # 209, Long Beach, CA 90804, USA",33.7882653,-118.1461045,,5,https://maps.google.com/?cid=17367418867888805849,,(562) 498-3002
BU20621200,2019-05-01,Aki Sushi Bar & Bai Plu Thai Restaurant,ChIJ-dCtfRIx3YARdWNRF1kmRWo,"1626 E 7th St, Long Beach, CA 90813, USA",33.7752183,-118.1713319,2,4.5,https://maps.google.com/?cid=7657568905498551157,http://baipluthai.com/,(562) 436-3123
BU20717700,2019-05-01,Ambiance Skin Care & Day Spa,ChIJ97g6NLAx3YARIvyTTN8jcM4,"3946 E 4th St, Long Beach, CA 90814, USA",33.7715561,-118.1462037,,4.3,https://maps.google.com/?cid=14875429011174194210,http://www.ambianceskincare.com/,(562) 621-1121
BU20707890,2019-05-01,Ambiance Skin Care & Day Spa,ChIJ97g6NLAx3YARIvyTTN8jcM4,"3946 E 4th St, Long Beach, CA 90814, USA",33.7715561,-118.1462037,,4.3,https://maps.google.com/?cid=14875429011174194210,http://www.ambianceskincare.com/,(562) 621-1121
BU20607830,2019-05-01,Rick Wicked's Smoke Shop,ChIJG-KIMKIx3YAREOblbERTjOU,"3410 E 11th St, Long Beach, CA 90804, USA",33.7806407,-118.1520956,,4.5,https://maps.google.com/?cid=16540687084774876688,,(562) 856-4919
BU20303930,2019-05-01,Broadway Donuts,ChIJy_uCMhcx3YAR3n2TQAv8rc4,"1200 E Broadway, Long Beach, CA 90802, USA",33.7683156,-118.1767331,1,4.7,https://maps.google.com/?cid=14892836668042345950,,(562) 432-6595
BU20710850,2019-05-01,ABC Wig Co Hair Design,ChIJwVZ5v3cx3YARc91YF4qoeOg,"2600 E Pacific Coast Hwy #140, Long Beach, CA 90804, USA",33.789677,-118.160547,,3.3,https://maps.google.com/?cid=16751324125055212915,,(562) 498-6036
BU20622580,2019-05-01,Image Rx,ChIJ427nYSkw3YARYFSoC9Noqv4,"6214 E Pacific Coast Hwy, Long Beach, CA 90803, USA",33.7666115,-118.1178136,,4.5,https://maps.google.com/?cid=18350594887317476448,http://www.image-rx.com/,(562) 961-3668
BU20642460,2019-05-01,US Liquor,ChIJiV5Ge3ox3YARhBM-VXt9hZY,"2002 Pacific Coast Hwy, Long Beach, CA 90804, USA",33.789587,-118.1672538,,4.2,https://maps.google.com/?cid=10846213246256288644,https://us-liquor.business.site/,(562) 438-8125
BU20626360,2019-05-01,Tap's Auto Repair Center,ChIJYSODCHEx3YARnT9VOz_8eOk,"1490 Cherry Ave, Long Beach, CA 90813, USA",33.786012,-118.1673085,,4.6,https://maps.google.com/?cid=16823473756551069597,,(562) 434-8958
BU20339480,2019-05-01,Independent Auto Repair Center,ChIJPaVriHAx3YAR1mhw9imUGEQ,"1719 Cherry Ave, Long Beach, CA 90813, USA",33.7884579,-118.167945,,4.8,https://maps.google.com/?cid=4906834701969287382,,(562) 599-5414
BU20339500,2019-05-01,Ampwerx Repair,ChIJxTXmTAwx3YARs-XDB1yNx9Y,"1935 E 7th St, Long Beach, CA 90813, USA",33.7756053,-118.1678094,,4.4,https://maps.google.com/?cid=15476494070888785331,http://www.ampwerxrepair.com/,(562) 591-1423
BU03055430,2019-05-01,Great Beginnings Inc.,ChIJ1YPcLKYx3YARY-rT1vIOjog,"3027 E 4th St, Long Beach, CA 90814, USA",33.7719007,-118.1561214,,5,https://maps.google.com/?cid=9839818672000199267,http://www.gbpreschool.com/,(562) 434-2545
BU20021800,2019-05-01,Phoenix Property Management,ChIJ45fuNq8x3YARyQdSbJfZuqE,"359 Redondo Ave, Long Beach, CA 90814, USA",33.7703427,-118.1526566,,5,https://maps.google.com/?cid=11653866230155184073,http://www.phoenixlongbeach.com/,(562) 856-7476
BU20607570,2019-05-01,Bixby Village Golf Course,ChIJTSjjkiow3YAREx7PDVW0VSw,"6180 Bixby Village Dr, Long Beach, CA 90803, USA",33.7694454,-118.1144777,,3.8,https://maps.google.com/?cid=3194657788086132243,http://www.bixbyvillagegolfcourse.com/,(562) 498-7003
BU20607580,2019-05-01,Bixby Village Golf Course,ChIJTSjjkiow3YAREx7PDVW0VSw,"6180 Bixby Village Dr, Long Beach, CA 90803, USA",33.7694454,-118.1144777,,3.8,https://maps.google.com/?cid=3194657788086132243,http://www.bixbyvillagegolfcourse.com/,(562) 498-7003
BU20437640,2019-05-01,Assumption of the Blessed Virgin Mary,ChIJhXO9TdMx3YARxdaudhRRmoU,"5761 E Colorado St, Long Beach, CA 90814, USA",33.77020019999999,-118.1184872,,4.8,https://maps.google.com/?cid=9627096301790222021,http://www.assumptionlb.org/,(562) 494-8929
BU20539740,2019-05-01,Marlora Post Acute Rehabilitation Hospital,ChIJIQJKkaIx3YARcfXDQYcFih8,"3801 E Anaheim St, Long Beach, CA 90804, USA",33.78273889999999,-118.1478748,,3.7,https://maps.google.com/?cid=2272635040443921777,,(562) 494-3311
BU20318770,2019-05-01,Fashion Nails,ChIJe42szLYx3YARCnPK60gFk9I,"396 Ximeno Ave, Long Beach, CA 90814, USA",33.7714265,-118.1414341,,3.7,https://maps.google.com/?cid=15173477380293030666,,(562) 438-6949
BU20206360,2019-05-01,Little John's Family Hair Styling,ChIJYb-NSCEu3YARe4MUa0tPkgQ,"1818 Palo Verde Ave, Long Beach, CA 90815, USA",33.7893864,-118.1075334,,4.9,https://maps.google.com/?cid=329412908089115515,,(562) 596-8877
BU21435310,2019-05-01,Cesar's Bistro,ChIJzWh25Ssw3YARy-Ffwfd0NHo,"6240 E Pacific Coast Hwy, Long Beach, CA 90803, USA",33.7664287,-118.1171901,2,4.7,https://maps.google.com/?cid=8805791778866192843,http://www.cesarsbistro.com/,(562) 494-1000
BU21520710,2019-05-01,Pacific Coast Style,ChIJDa3gEikw3YAR-JdjspOwFjo,"6232 Pacific Coast Hwy, Long Beach, CA 90803, USA",33.76636709999999,-118.1173736,,4.9,https://maps.google.com/?cid=4185727052087007224,https://pacificcoaststyle.wixsite.com/marina,(562) 961-0148
BU21002090,2019-05-01,ohso! design,ChIJR6A_G0ow3YARq4ItpbXvLTg,"203 Argonne Ave, Long Beach, CA 90803, USA",33.7613851,-118.1365662,,,https://maps.google.com/?cid=4048155203515286187,http://www.ohsodesign.com/,(562) 787-9444
BU21515770,2019-05-01,Alexander Foot & Ankle Care,ChIJGXqi0cIx3YARPhT-wSevi5Q,"1777 N Bellflower Blvd #209, Long Beach, CA 90815, USA",33.787569,-118.1244305,,,https://maps.google.com/?cid=10703841524669355070,http://footfixer.net/,(562) 986-9090
BU21326190,2019-05-01,Zensations Massage,ChIJJQ2F0cIx3YARiHgvn4qvJQk,"1777 N Bellflower Blvd Suite103, Long Beach, CA 90815, USA",33.78759,-118.124374,,,https://maps.google.com/?cid=659125930390681736,http://www.zensationsmassage.massagetherapy.com/,(562) 716-4018
BU21511740,2019-05-01,Pacific Coast Style,ChIJDa3gEikw3YAR-JdjspOwFjo,"6232 Pacific Coast Hwy, Long Beach, CA 90803, USA",33.76636709999999,-118.1173736,,4.9,https://maps.google.com/?cid=4185727052087007224,https://pacificcoaststyle.wixsite.com/marina,(562) 961-0148
BU21027650,2019-05-01,Pacific Coast Style,ChIJDa3gEikw3YAR-JdjspOwFjo,"6232 Pacific Coast Hwy, Long Beach, CA 90803, USA",33.76636709999999,-118.1173736,,4.9,https://maps.google.com/?cid=4185727052087007224,https://pacificcoaststyle.wixsite.com/marina,(562) 961-0148
BU21506410,2019-05-01,Trusted Life Care,ChIJjdwn08Ix3YAR4t1GmJRX8cs,"1777 N Bellflower Blvd #207, Long Beach, CA 90815, USA",33.787616,-118.124082,,4.8,https://maps.google.com/?cid=14695623354808196578,http://www.trustedlifecare.com/,(562) 498-7700
BU21421640,2019-05-01,Ortho Mattress,ChIJzWh25Ssw3YARWNm9maZyGLk,"6252 E Pacific Coast Hwy, Long Beach, CA 90803, USA",33.766263,-118.116881,,4.7,https://maps.google.com/?cid=13337536356327217496,https://www.orthomattress.com/stores/ca/long-beach/13,(562) 473-4855
BU21308890,2019-05-01,The Ticket Clinic,ChIJD0jO4NEx3YARqsgZSRopHnw,"5595 E 7th St, Long Beach, CA 90804, USA",33.7755156,-118.1236335,,4,https://maps.google.com/?cid=8943631102876698794,https://www.ticketclinic.com/locations/long_beach,(562) 314-3970
BU21439110,2019-05-01,The Vitamin Shoppe,ChIJOT_K89Ex3YARrJIyN2xWNj4,"5600 E 7th St, Long Beach, CA 90804, USA",33.7750972,-118.1228517,1,4.4,https://maps.google.com/?cid=4482865501876425388,https://locations.vitaminshoppe.com/ca/longbeach/vitamins-supplements-long-beach-ca-322.html?utm_source=gmb&utm_medium=local,(562) 494-3804
BU21422350,2019-05-01,Pacific Coast Style,ChIJDa3gEikw3YAR-JdjspOwFjo,"6232 Pacific Coast Hwy, Long Beach, CA 90803, USA",33.76636709999999,-118.1173736,,4.9,https://maps.google.com/?cid=4185727052087007224,https://pacificcoaststyle.wixsite.com/marina,(562) 961-0148
BU21429490,2019-05-01,Eat Freely Nutrition,ChIJ22kRKcEx3YARVVUCEmYKkR4,"1777 N Bellflower Blvd #205, Long Beach, CA 90815, USA",33.787569,-118.1244306,,5,https://maps.google.com/?cid=2202553126265967957,http://www.eatfreelynutrition.com/,(562) 298-0042
BU90072750,2019-05-01,Los Altos Family YMCA,ChIJQwYCKN0x3YARxJ_jGdw-1wY,"1720 N Bellflower Blvd, Long Beach, CA 90815, USA",33.7875309,-118.1233706,,4.3,https://maps.google.com/?cid=492931799268433860,http://lbymca.org/,(562) 596-3394
BU21329520,2019-05-01,Lavender Nails & Spa,ChIJ5zLj5ysw3YAR7m-pv0kvd5Y,"6242 Pacific Coast Hwy, Long Beach, CA 90803, USA",33.7664586,-118.116703,,4.8,https://maps.google.com/?cid=10842186621712429038,,(562) 494-4632
BU21239290,2019-05-01,Star Dental,ChIJJQ2F0cIx3YARgRQbVDsDVEU,"1777 N Bellflower Blvd #204, Long Beach, CA 90815, USA",33.7875661,-118.1244375,,,https://maps.google.com/?cid=4995621440009737345,http://www.smilesbydrlam.com/,(562) 597-8104
BU21306080,2019-05-01,Picarelli's,ChIJP4Xc6Ssw3YARd2aBMG6wTyg,"6204 E Pacific Coast Hwy, Long Beach, CA 90803, USA",33.76684279999999,-118.1179637,2,4.4,https://maps.google.com/?cid=2904734271983937143,http://www.picarellis.com/,(562) 986-5280
BU21301880,2019-05-01,Sapporo Sushi,ChIJRw6LydMx3YARrQUTjlXtHMY,"5735 Pacific Coast Hwy, Long Beach, CA 90803, USA",33.77383520000001,-118.1193704,2,4.3,https://maps.google.com/?cid=14275545870569244077,http://www.mysapporosushi.com/,(562) 597-6778
BU21231380,2019-05-01,Lavender Nails & Spa,ChIJ5zLj5ysw3YAR7m-pv0kvd5Y,"6242 Pacific Coast Hwy, Long Beach, CA 90803, USA",33.7664586,-118.116703,,4.8,https://maps.google.com/?cid=10842186621712429038,,(562) 494-4632
BU21224010,2019-05-01,Coast Hand Car Wash & Detail Center,ChIJcU7VhNEx3YARQ-UVAWgvGcM,"5677 E 7th St, Long Beach, CA 90804, USA",33.775691,-118.1217451,,4.1,https://maps.google.com/?cid=14058319835555030339,,(562) 961-5555
BU21217090,2019-05-01,R C Endodontics,ChIJJQ2F0cIx3YARaxshUc3c7-s,"1777 N Bellflower Blvd, Long Beach, CA 90815, USA",33.787569,-118.1244306,,,https://maps.google.com/?cid=17001049892734442347,http://www.rcendodontics.com/,(562) 494-9090
BU21123420,2019-05-01,Student Recreation and Wellness Center,ChIJ5ylEUiYu3YAR6qKafCFiPb4,"1401 Palo Verde Ave, Long Beach, CA 90815, USA",33.7852878,-118.1083302,,4.7,https://maps.google.com/?cid=13708220736749609706,http://www.asirecreation.org/,(562) 985-0775
BU20943420,2019-05-01,Glass Chamber Smoke Shop,ChIJ90rmL9Ix3YAREesp35a9u3c,"5660 Pacific Coast Hwy, Long Beach, CA 90814, USA",33.77445120000001,-118.121863,,4.3,https://maps.google.com/?cid=8627697966845127441,,(562) 597-4585
BU21129320,2019-05-01,ELECTROLYSIS BY CINDY,ChIJGXqi0cIx3YARTeEAwzBaEag,"1777 N Bellflower Blvd #105, Long Beach, CA 90815, USA",33.787569,-118.1244305,,,https://maps.google.com/?cid=12110560038452519245,http://electrolysisbycindy.com/,(714) 658-0825
BU20914710,2019-05-01,Great Mex Grill Long Beach,ChIJ5Q4UNt0x3YARUTzK9zvf9_I,"5530 E Atherton St, Long Beach, CA 90815, USA",33.7884627,-118.1236162,1,4.5,https://maps.google.com/?cid=17507707525079383121,http://www.greatmexgrill.com/,(562) 493-4761
BU20840630,2019-05-01,Zarzana Chiropractic Inc.,ChIJJQ2F0cIx3YARj1bVX40aGu0,"1777 N Bellflower Blvd # 109, Long Beach, CA 90815, USA",33.7876162,-118.1240823,,5,https://maps.google.com/?cid=17084997330883925647,http://www.zarzanachiropractic.com/,(562) 498-4455
BU91008370,2019-05-01,Around the Corner Liquor,ChIJ4XhuOCEu3YAR3IcR1hUMmm4,"1818 Palo Verde Ave, Long Beach, CA 90815, USA",33.78951300000001,-118.1077082,,4.6,https://maps.google.com/?cid=7969695778510833628,http://www.bouassi4.wixsite.com/aroundthecorner,(562) 431-1162
BU97016700,2019-05-01,Marina Tobacco Inc,ChIJW1iHBCkw3YARv_oo9U5ih9c,"6244 E Pacific Coast Hwy, Long Beach, CA 90803, USA",33.76628659999999,-118.1170774,,5,https://maps.google.com/?cid=15530489931270519487,,(562) 597-0095
BU88043870,2019-05-01,Audio Concepts,ChIJIdHbESkw3YAR282TF4RLuVk,"6236 E Pacific Coast Hwy, Long Beach, CA 90803, USA",33.7664347,-118.1172694,,4.8,https://maps.google.com/?cid=6465281770770386395,http://www.audioconceptsinc.com/,(562) 597-5450
BU93043770,2019-05-01,"Steven L. Pakiz, DDS",ChIJJQ2F0cIx3YARcDvthVoh_GU,"1777 N Bellflower Blvd Suite 213, Long Beach, CA 90815, USA",33.7876162,-118.1240823,,5,https://maps.google.com/?cid=7348785364639497072,http://longbeachdentalhealth.com/,(562) 597-7830
BU21523268,2019-05-01,Nordstrom Rack Marina Pacifica Mall,ChIJhSFwligw3YARP82Hzq8Qd-k,"6274 E Pacific Coast Hwy, Long Beach, CA 90803, USA",33.7617429,-118.1165637,,4.3,https://maps.google.com/?cid=16822933280336104767,https://stores.nordstromrack.com/us/ca/long-beach/6274-east-pacific-coast-highway?utm_source=google&utm_medium=organic&utm_campaign=rack&utm_content=165&utm_channel=lcl_acq_p&sp_source=google&sp_campaign=rack,(562) 546-6100
BU21524084,2019-05-01,Skin So Fancy,ChIJTZBXNN0x3YAR9etYqqE2HPM,"1777 N Bellflower Blvd Suite 103, Long Beach, CA 90815, USA",33.7876162,-118.1240823,,,https://maps.google.com/?cid=17517936718539975669,http://www.skinsofancy.com/,(562) 745-9882
BU21523410,2019-05-01,Afters Ice Cream,ChIJ69PP0NMx3YARKqc76XqIlD4,"5708 E 7th St, Long Beach, CA 90803, USA",33.7748258,-118.1204402,1,4.6,https://maps.google.com/?cid=4509379188385097514,http://aftersicecream.com/,
BU21525759,2019-05-01,The Skin Gallery,ChIJGYke08Ix3YARJGky9Hn-2IY,"1777 N Bellflower Blvd Suite 105, Long Beach, CA 90815, USA",33.787616,-118.124082,,,https://maps.google.com/?cid=9716795995793287460,http://theskingallerylb.com/,(562) 607-1489
BU21525707,2019-05-01,Home Instead Senior Care,ChIJTZBXNN0x3YARWkWTgJs79Q4,"5500 E Atherton St Suite 216, Long Beach, CA 90815, USA",33.788323,-118.123808,,4.7,https://maps.google.com/?cid=1077833224888206682,https://www.homeinstead.com/275?utm_source=google&utm_medium=organic&utm_campaign=gmb,(562) 596-4884
BU21700288,2019-05-01,Hudavi Wellness Spa,ChIJ4cZX4tEx3YARf6XCQkz1TQY,"5550 E 7th St, Long Beach, CA 90804, USA",33.77503970000001,-118.1238632,,5,https://maps.google.com/?cid=454288845320660351,http://www.hudaviwellness.com/,(562) 433-2177
BU21701991,2019-05-01,Skin So Fancy,ChIJTZBXNN0x3YAR9etYqqE2HPM,"1777 N Bellflower Blvd Suite 103, Long Beach, CA 90815, USA",33.7876162,-118.1240823,,,https://maps.google.com/?cid=17517936718539975669,http://www.skinsofancy.com/,(562) 745-9882
BU21702697,2019-05-01,Corner Joy nails and spa,ChIJva90RiEu3YAR-EP2-MYTpNI,"1818 Palo Verde Ave suite b, Long Beach, CA 90815, USA",33.7893864,-118.1075334,,4.4,https://maps.google.com/?cid=15178278389446755320,,(562) 588-9167
BU21701538,2019-05-01,The Oriana Shea Group,ChIJ28LvGc4x3YAR5TfCNJd6_2U,"5534 E 7th St, Long Beach, CA 90804, USA",33.7751576,-118.1246512,,4.8,https://maps.google.com/?cid=7349727906735732709,https://www.orianashea.com/,(562) 270-1775
BU21702296,2019-05-01,Zensations Massage,ChIJJQ2F0cIx3YARiHgvn4qvJQk,"1777 N Bellflower Blvd Suite103, Long Beach, CA 90815, USA",33.78759,-118.124374,,,https://maps.google.com/?cid=659125930390681736,http://www.zensationsmassage.massagetherapy.com/,(562) 716-4018
BU21706404,2019-05-01,Recharge Therapy,ChIJGYke08Ix3YARO_uCHm0ZLwQ,"1777 N Bellflower Blvd Suite 205, Long Beach, CA 90815, USA",33.787616,-118.124082,,5,https://maps.google.com/?cid=301487656511142715,http://www.rechargetherapy.com/,(562) 285-3449
BU21702252,2019-05-01,Sterling Touch Massage Therapy,ChIJsY7ZZbox3YARJvhNZY-A8nk,"1777 N Bellflower Blvd Suite 103, Long Beach, CA 90815, USA",33.7876162,-118.1240823,,5,https://maps.google.com/?cid=8787227176321546278,http://www.sterlingtouchmassagetherapy.com/,(562) 597-4862
BU21708761,2019-05-01,Optometry Store: Dr. Tania Stevens,ChIJZWP47J0x3YAR-fBgO-xSM_Q,"5724 E 7th St, Long Beach, CA 90803, USA",33.7747342,-118.1199452,,4.9,https://maps.google.com/?cid=17596499343628628217,https://www.optometrystore.com/,(562) 986-6373
BU21605122,2019-05-01,Malama Healing Center,ChIJGYke08Ix3YARa1703dkKhZo,"1777 N Bellflower Blvd Ste 107, Long Beach, CA 90815, USA",33.7876162,-118.1240823,,4.5,https://maps.google.com/?cid=11134317584591380075,,(562) 999-4756
