LICENSE#,FULL NAME,DBA NAME,LICENSE TYPE,DESCRIPTION,STATUS,PROCESSED DATE,START DATE,EXPIRE DATE,INACTIVE DATE,INSPECTOR NAME,MILESTONE DATE,MILESTONE,PROPERTY TYPE,SITE LOCATION,ZIP,COMPANY TYPE,#EMPLOYEES,#VEHICLES,#STANDS,#SEATS,#UNITS,TYPE OF BUSINESS,COUNCIL DISTRICT,BID AREA,APPLICATION DESCRIPTION,STATE LICENSE#,HOME BASED,OUTSIDE CITY,CLASS DESCRIPTION,BUSN LICENSE EXEMPT,Shape,FPEXEMPT,FPCITYFAC,CETOTALUNITS,CENSUSTRACT,HEDISCOUNT,HEPROGRAMELEMENT,HEPROGRAMELEMENTDESC,HEWATERAMOUNT,HEHAZMATAMOUNT,HEEPANUMBER,HEEVENTSTART,HEONETIMEPERMIT,HEEVENTEND,HEPERMITTYPE,HEPERMITTYPEDESC,HEEVENTNAME,HEEXEMPT,COMMENTS,OBJECTID
BU03009930,BRUCE R & MARY & KUHN,,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,39  BENNETT AVE  Includes 39-43 Bennett Ave,90803,PARTNER,0,0,0,0,12,Apartment House,3,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,57136
BU03009940,JOAN F STIMSON,,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,25  BENNETT AVE,90803,SOLE,0,0,0,0,8,Apartment House,3,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,57137
BU03009950,THOMAS M ROCHE,,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,60  BELMONT AVE,90803,PARTNER,0,0,0,0,6,Apartment House,3,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,57138
BU03009960,RICHARD M&MARTHA B MOODY,,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,56  BELMONT AVE,90803,PARTNER,0,0,0,0,7,Apartment House,3,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,57139
BU03002271,JAMES C WALD,,BU,Apartment House,Active,1.40E+12,1.40E+12,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,22  60TH PL,90803,PARTNER,0,0,0,0,4,Apartment House,3,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rental,57378
BU03002291,JOHN & MARGARET H RUSTIN,,BU,Apartment House,Active,9.38E+11,2.58E+11,1.56E+12,,Aswiege,1.54E+12,Renewed,COM,5901 E OCEAN BLVD,90803,SOLE,0,0,0,0,11,Apartment House,3,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,57379
BU03002321,CHARLES W TRUST EBERHARDT,,BU,Apartment House,Active,1.22E+12,2.58E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,55  61ST PL,90803,SOLE,0,0,0,0,5,Apartment House,3,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,57382
BU03002335,KEN MIEZEJEWSKI,,BU,Apartment House,Active,1.35E+12,1.35E+12,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,34  60TH PL,90803,SOLE,0,0,0,0,4,Apartment House,3,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rental,57386
BU03002340,PATRICIA TRUST FERRARA0,,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,6100  BAY SHORE WK,90803,PARTNER,0,0,0,0,4,Apartment House,3,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,57387
BU20621093,ANTHONY J GONZALES,SIDEBANGS SALON,BU,Barber/Beauty Shop Owner,Active,1.34E+12,1.15E+12,1.55E+12,,Aswiege,1.52E+12,Renewed,COM,5754  2ND ST,90803,SOLE,0,0,0,0,0,Barber/Beauty Shop Owner,3,,New License,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,Salon,57473
BU06052610,POY OR SUSAN YEE,,BU,Apartment House,Active,4.60E+11,4.60E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,32  ARGONNE AVE,90803,SOLE,0,0,0,0,5,Apartment House,3,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,57648
BU03007652,J-MAR INVESTMENTS CO,,BU,Apartment House,Active,1.41E+12,1.41E+12,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,3800 E OCEAN BLVD,90803,PARTNER,0,0,0,0,14,Apartment House,3,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rental,57663
BU03007670,SURF TERRACE APARTMENTS,,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,11 S TERMINO AVE,90803,PARTNER,0,0,0,0,60,Apartment House,3,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,57664
BU03007692,L AND A PROPERTIES LLC,,BU,Apartment House,Active,1.22E+12,8.96E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,3717  LIVINGSTON DR,90803,CORP,0,0,0,0,12,Apartment House,3,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Apartment House,57666
BU03007731,ALLISON PROPERTIES,,BU,Apartment House,Active,1.41E+12,1.41E+12,1.56E+12,,Aswiege,1.54E+12,Renewed,COM,20  GRAND AVE,90803,LLC,0,0,0,0,7,Apartment House,3,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rental,57672
BU20650060,SCOTT & MICHELLE SHELTON,DEAN ANTHONY,BU,Barber/Beauty Shop Owner,Active,1.16E+12,1.16E+12,1.57E+12,,Aswiege,1.54E+12,Renewed,COM,5287  2ND ST,90803,PARTNER,5,0,0,0,0,Barber/Beauty Shop Owner,3,BELMONT,New License,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,,57783
BU20114200,SUSAN SOLTZ,SUSIE'S YARD CARE,BU,Gardening/Landscape Maint.,Active,9.87E+11,9.87E+11,1.55E+12,,Aswiege,1.55E+12,Pre-Renew,RES,118  GRANADA AVE,90803,SOLE,0,1,0,0,0,Gardening/Landscape Maint.,3,,New License,,Yes,No,Miscellaneous Mobile,No,,,,0,0,,,,,,,,,,,,,,,58013
BU07066031,LINDA TICHY,,BU,Commercial/Industrial Space  Rental,Active,1.38E+12,1.38E+12,1.58E+12,,Aswiege,1.54E+12,Renewed,COM,4000 E OCEAN BLVD,90803,SOLE,0,0,0,0,0,Commercial/Industrial Space  Rental,3,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Industrial,58053
BU07066061,CHARLES M & NORMAN A TINKLER,,BU,Commercial/Industrial Space  Rental,Active,1.38E+12,1.38E+12,1.57E+12,,Aswiege,1.54E+12,Renewed,COM,4110 E OCEAN BLVD  4110-4120 E Ocean Blvd,90803,PARTNER,0,0,0,0,0,Commercial/Industrial Space  Rental,3,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Industrial,58060
BU20337320,MARINA PACIFICA LLC,,BU,Property Management,Active,1.06E+12,8.09E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,6324 E PACIFIC COAST HWY D,90803,CORP,0,0,0,0,0,Property Management,3,,Change of Address,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,Prop Mgmt/Rental,58099
BU07028582,DINKO J & CHERE E BOZANICH,,BU,Commercial/Industrial Space  Rental,Active,1.39E+12,1.39E+12,1.57E+12,,Aswiege,1.54E+12,Renewed,COM,5740  2ND ST  5738-40 E 2nd St,90803,PARTNER,0,0,0,0,0,Commercial/Industrial Space  Rental,3,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Industrial,58362
BU07028272,TRUWEST INVESTMENT GROUP LP,,BU,Commercial/Industrial Space  Rental,Active,1.38E+12,1.38E+12,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,5313  2ND ST,90803,LLC,0,0,0,0,0,Commercial/Industrial Space  Rental,3,BELMONT,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Industrial,58489
BU07028280,LORBEER ENTERPRISES LP,,BU,Commercial/Industrial Space  Rental,Active,4.92E+11,4.92E+11,1.57E+12,,Aswiege,1.54E+12,Renewed,COM,5318  2ND ST  Inclds 5320 E 2nd St,90803,PARTNER,0,0,0,0,0,Commercial/Industrial Space  Rental,3,BELMONT,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,,58490
BU07028290,"HILL, ROBERT H TRUST",,BU,Commercial/Industrial Space  Rental,Active,4.92E+11,4.92E+11,1.57E+12,,Aswiege,1.54E+12,Renewed,COM,5331  2ND ST  Includes 5331-33 E 2nd St,90803,TRUST,0,0,0,0,0,Commercial/Industrial Space  Rental,3,BELMONT,New License,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,,58491
BU07028301,LORBEER ENTERPRISES LP,,BU,Commercial/Industrial Space  Rental,Active,1.16E+12,4.92E+11,1.57E+12,,Aswiege,1.54E+12,Renewed,COM,5332  2ND ST  Includes 5332-40 E 2nd St,90803,PARTNER,0,0,0,0,0,Commercial/Industrial Space  Rental,3,BELMONT,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,,58493
BU07028501,BANNERET LLC,,BU,Commercial/Industrial Space  Rental,Active,1.38E+12,1.38E+12,1.57E+12,,Aswiege,1.54E+12,Renewed,COM,5630  2ND ST  5634 E 2nd St,90803,LLC,0,0,0,0,0,Commercial/Industrial Space  Rental,3,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Industrial,58602
BU07028520,JOHN KNIGHT & JOAN TR ETAL,,BU,Commercial/Industrial Space  Rental,Active,4.92E+11,4.92E+11,1.57E+12,,Aswiege,1.54E+12,Renewed,COM,5670  2ND ST  Includes 165 Ravenna Ave,90803,PARTNER,0,0,0,0,0,Commercial/Industrial Space  Rental,3,,New License,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,,58604
BU07028531,BENJAMIN F KNIGHT,,BU,Commercial/Industrial Space  Rental,Active,1.38E+12,1.38E+12,1.57E+12,,Aswiege,1.54E+12,Renewed,COM,5700  2ND ST  5706 E 2nd St,90803,SOLE,0,0,0,0,0,Commercial/Industrial Space  Rental,3,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Indsutrial,58606
BU20557440,REBEKAH DAVIS,THAIRAPY SALON & SPA,BU,Barber/Beauty (booth ),Active,1.13E+12,1.13E+12,1.57E+12,,Aswiege,1.54E+12,Renewed,COM,120  MARINA DR,90803,SOLE,0,0,0,0,0,Barber/Beauty (booth ),3,,New License,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,Salon,58720
BU07028171,INNOCUOUS LLC,,BU,Commercial/Industrial Space  Rental,Active,1.09E+12,4.92E+11,1.57E+12,,Aswiege,1.54E+12,Renewed,COM,5274  2ND ST  5272-74-76-78-80-82/188-90lavern,90803,SOLE,0,0,0,0,0,Commercial/Industrial Space  Rental,3,BELMONT,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,,59359
BU20555890,MICHAEL DAILEY,DEVLOSTI,BU,Consulting,Active,1.13E+12,1.13E+12,1.57E+12,,Aswiege,1.54E+12,Renewed,RES,53  OUTRIGGER CT,90803,SOLE,0,0,0,0,0,Consulting,3,,New License,,Yes,No,Services,No,,,,0,0,,,,,,,,,,,,,,It Consultant,59389
BU01038261,Sandy & Susanna Witzling,,BU,Commercial/Industrial Space  Rental,Active,1.32E+12,1.32E+12,1.57E+12,,Aswiege,1.54E+12,Renewed,COM,201  COVINA AVE  201-3 Covina & 5237-47 E 2nd St,90803,SOLE,0,0,0,0,0,Commercial/Industrial Space  Rental,3,BELMONT,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Industrial Space Rental,59444
BU06023420,WEST MARINE PRODUCTS INC,WEST MARINE,BU,Retail Sales,Active,4.42E+11,4.42E+11,1.55E+12,,Aswiege,1.52E+12,Renewed,COM,251  MARINA DR,90803,CORP,22,0,0,0,0,Retail Sales,3,,New License,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Marine Supply,59689
BU20535430,PAM BECKHAM,PAM BECKHAM,BU,Jewelry Making,Active,1.12E+12,1.12E+12,1.56E+12,,Aswiege,1.53E+12,Renewed,RES,21  SICILIAN WK,90803,SOLE,0,0,0,0,0,Jewelry Making,3,,New License,,Yes,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,,59720
BU06050910,OCEAN-GRANADA INC,RIPPLES,BU,Restaurant & Ready to Eat Foods with Alcohol,Active,4.42E+11,4.42E+11,1.55E+12,,Aswiege,1.55E+12,Pre-Renew,COM,5101 E OCEAN BLVD,90803,CORP,16,0,0,0,0,Restaurant & Ready to Eat Foods with Alcohol,3,,New License,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Restaurant With Alch,60040
BU20421500,PUSHPINDER SINGH,NATRAJ CUISINE OF INDIA,BU,Restaurant & Ready to Eat Foods,Active,1.08E+12,1.08E+12,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,5262  2ND ST,90803,PARTNER,2,0,0,0,0,Restaurant & Ready to Eat Foods,3,BELMONT,Change of Ownership,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Restaurant No Alcohol,60280
BU20437450,RUBY'S BEACH VENTURES LLC,RUBY'S LONG BEACH #37074,BU,Restaurant & Ready to Eat Foods with Alcohol,Active,1.09E+12,1.09E+12,1.57E+12,,Aswiege,1.54E+12,Renewed,COM,6405 E PACIFIC COAST HWY,90803,LLC,57,0,0,0,0,Restaurant & Ready to Eat Foods with Alcohol,3,,New License,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Restaurant W/Alcohol,60426
BU20639470,MARGARET M MELONI,MELONI COACHING SOLUTIONS,BU,Computer Programming/Consulting,Active,1.16E+12,8.70E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,RES,114  COVINA AVE,90803,SOLE,0,0,0,0,0,Computer Programming/Consulting,3,,Change of Address,,Yes,No,Services,No,,,,0,0,,,,,,,,,,,,,,Computer Consulting/Programming,60596
BU20613400,MICHAEL ELLIS,RILEYS ON 2ND,BU,Restaurant & Ready to Eat Foods with Alcohol,Active,1.14E+12,1.14E+12,1.55E+12,,Aswiege,1.52E+12,Renewed,COM,5331  2ND ST,90803,PARTNER,5,0,0,0,0,Restaurant & Ready to Eat Foods with Alcohol,3,BELMONT,Change of Ownership,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Restaurant W/Alcohol,60856
BU20444140,ERNIE VILLAGRANA,SALON BY THE SEA,BU,Barber/Beauty (booth ),Active,1.10E+12,1.10E+12,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,120  MARINA DR,90803,SOLE,0,0,0,0,0,Barber/Beauty (booth ),3,,New License,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,Beauty Booth,61167
BU20653760,BEACH VENTURES INC,BELMONT PIER VENTURES,BU,Restaurant & Ready to Eat Foods,Active,1.16E+12,1.16E+12,1.54E+12,,Aswiege,1.54E+12,Pre-Renew,COM,99  39TH PL,90803,CORP,2,0,0,0,0,Restaurant & Ready to Eat Foods,3,,New License,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Restaurant No Alcohol,61266
BU20325090,PCH VENTURE GROUP INC,JACK IN THE BOX,BU,Restaurant & Ready to Eat Foods,Active,1.05E+12,1.05E+12,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,3980 E OCEAN BLVD,90803,CORP,20,0,0,0,0,Restaurant & Ready to Eat Foods,3,,Change of Ownership,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Fast Food,61377
BU03009452,DANIEL F & MARIA C SULLIVAN,,BU,Apartment House,Active,1.40E+12,1.40E+12,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,116  QUINCY AVE,90803,PARTNER,0,0,0,0,5,Apartment House,3,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rental,61471
BU03009460,DARLENE L AND DAN R CLAYTON,,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,129  ROYCROFT AVE,90803,PARTNER,0,0,0,0,4,Apartment House,3,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,61472
BU03009470,PHILIP & JANICE MARSHALL,,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,125  ROYCROFT AVE,90803,SOLE,0,0,0,0,5,Apartment House,3,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,61473
BU03009480,DEBBIE M IRISH,,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,113  ROYCROFT AVE,90803,SOLE,0,0,0,0,4,Apartment House,3,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,61474
BU03009500,WILLIAMS & LOWE,,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,101  ROYCROFT AVE,90803,CORP,0,0,0,0,10,Apartment House,3,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,61476
BU03009511,FELICIA C TRUST STUCKEN,,BU,Apartment House,Active,1.28E+12,1.28E+12,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,133  PARK AVE,90803,SOLE,0,0,0,0,5,Apartment House,3,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,5 Units,61478
BU03009522,ERIC W FORSBERG,,BU,Apartment House,Active,1.08E+12,8.79E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,116  ROYCROFT AVE,90803,SOLE,0,0,0,0,5,Apartment House,3,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Apartment House,61480
BU20720090,CASEY KAMMEL,EXECUTIVE FITNESS,BU,Fitness Center/Health Club,Active,1.18E+12,1.18E+12,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,5708  2ND ST,90803,PARTNER,4,0,0,0,0,Fitness Center/Health Club,3,,New License,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,Health Club,61973
BU20601360,ALIS & SERKIS KAZANCI,KATELLA CLEANERS,BU,Dry Cleaner,Active,1.14E+12,7.55E+11,1.57E+12,,Aswiege,1.54E+12,Renewed,COM,5748  2ND ST,90803,PARTNER,2,0,0,0,0,Dry Cleaner,3,,Change of Address,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,Cleaners/Alterations,62311
BU03002040,ANTOINETTE C COLONNA,,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,70  CLAREMONT AVE,90803,SOLE,0,0,0,0,4,Apartment House,3,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,62472
BU03002050,ROBERT CRAWFORD,,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,20  CLAREMONT AVE,90803,SOLE,0,0,0,0,10,Apartment House,3,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,62473
BU03002071,EDMAN & JEAN TURNER,,BU,Apartment House,Active,1.15E+12,1.15E+12,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,19  BAY SHORE AVE,90803,SOLE,0,0,0,0,6,Apartment House,3,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,62475
BU03002091,MAYFIELD FAMILY TRUST,,BU,Apartment House,Active,1.39E+12,1.39E+12,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,2  CLAREMONT AVE,90803,TRUST,0,0,0,0,5,Apartment House,3,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rental,62477
BU03002101,MIKE SKJONSBY,,BU,Apartment House,Active,1.01E+12,2.58E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,5381 E OCEAN BLVD  Includes 5381-83 E Ocean Blvd,90803,SOLE,0,0,0,0,16,Apartment House,3,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,62478
BU20122382,COLUMBIA II MARINA SHORES LLC,MARINA SHORES,BU,Commercial/Industrial Space  Rental,Active,1.25E+12,9.91E+11,1.56E+12,,Aswiege,1.52E+12,Renewed,COM,6500 E PACIFIC COAST HWY  Includes 6600 E Pch,90803,CORP,0,0,0,0,0,Commercial/Industrial Space  Rental,3,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,,62812
BU00047421,LORBEER ENTERPRISES LP,,BU,Commercial/Industrial Space  Rental,Active,1.16E+12,65750400000,1.55E+12,,Aswiege,1.52E+12,Renewed,COM,5316  2ND ST  Includes 5320    E 2nd St,90803,PARTNER,0,0,0,0,0,Commercial/Industrial Space  Rental,3,BELMONT,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Office Building,63242
BU03003241,ARDEN F AND RITA M BOYD,,BU,Apartment House,Active,1.38E+12,2.58E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,59  GRANADA AVE,90803,SOLE,0,0,0,0,4,Apartment House,3,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rental,63266
BU03003260,WILLIAM V AND POLLY A RIDGEWAY,,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,33  GRANADA AVE,90803,PARTNER,0,0,0,0,9,Apartment House,3,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,63270
BU03003272,BELLATERA PROPERTIES LLC,,BU,Apartment House,Active,1.20E+12,2.58E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,19  GRANADA AVE,90803,CORP,0,0,0,0,10,Apartment House,3,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,63272
BU03003290,FAHMY AND DONNA F ATTALLAH,,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,5011 E OCEAN BLVD,90803,SOLE,0,0,0,0,5,Apartment House,3,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,63273
BU03003301,LAUER TRUST,,BU,Apartment House,Active,1.32E+12,1.32E+12,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,5110 E 1ST ST,90803,TRUST,0,0,0,0,6,Apartment House,3,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rentals,63275
BU03003310,HOWARD C MOHR,,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,66  GRANADA AVE,90803,SOLE,0,0,0,0,4,Apartment House,3,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,63276
BU03004440,PERRY R KOSEFF,,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,5337  THE TOLEDO,90803,PARTNER,0,0,0,0,6,Apartment House,3,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,63392
BU20626850,S IRFAN AHMAD INC,JACK IN THE BOX,BU,Restaurant & Ready to Eat Foods,Active,1.15E+12,1.14E+12,1.55E+12,,Aswiege,1.55E+12,Pre-Renew,COM,5252  2ND ST,90803,CORP,17,0,0,0,0,Restaurant & Ready to Eat Foods,3,BELMONT,Change of Ownership,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Fast Food,63409
BU06052410,CHARLES M SCHUMACHER,C - SHORE APARTMENTS,BU,Apartment House,Active,4.60E+11,4.60E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,16  38TH PL,90803,SOLE,0,0,0,0,7,Apartment House,3,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,63529
BU06052441,J-MAR INVESTMENTS CO,OCEAN APTS,BU,Apartment House,Active,1.34E+12,1.34E+12,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,1  54TH PL,90803,PARTNER,0,0,0,0,9,Apartment House,3,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rental,63533
BU06052470,F C-F C HERTZOG JR HERTZOG,,BU,Apartment House,Active,4.60E+11,4.60E+11,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,99  63RD PL,90803,PARTNER,0,0,0,0,12,Apartment House,3,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,63534
BU20726270,ARISTA INDUSTRIES INC,,BU,Import/Export - Office Use,Active,1.18E+12,1.18E+12,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,5305  2ND ST 208,90803,CORP,2,0,0,0,0,Import/Export - Office Use,3,BELMONT,New License,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,Sales Office,63575
BU20724580,RYAN VENTURES,CTS COMPUTER TECHNOLOGY SERVICES,BU,Business Office,Active,1.18E+12,1.18E+12,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,6615 E PACIFIC COAST HWY 240,90803,CORP,1,0,0,0,0,Business Office,3,,New License,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,,63657
BU20435910,ALGALITA MARINE RESEARCH AND EDUCATION,,BU,Business Office,Active,1.09E+12,1.09E+12,1.56E+12,,Aswiege,1.53E+12,Renewed,COM,148  MARINA DR,90803,CORP,1,0,0,0,0,Business Office,3,,New License,,No,No,Services,Yes,,,,0,0,,,,,,,,,,,,,,Non-Profit/ Marine Research,64047
BU20708470,PAMELA ZAWISZA,ALL ABOUT YOU FACE AND BODY CARE,BU,Massage/Body Wrap Tech,Active,1.17E+12,1.18E+12,1.55E+12,,Aswiege,1.52E+12,Renewed,COM,5870  NAPLES PLZ,90803,SOLE,0,0,0,0,0,Massage/Body Wrap Tech,3,,Change of Address,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,Massage Therapy State Lic 21892 Exp 4/28/17,64332
BU20708520,ERIC LEVINE & ASSOCIATES INC,ERIC LEVINE & ASSOCIATES INC,BU,Consulting,Active,1.17E+12,1.17E+12,1.55E+12,,Aswiege,1.52E+12,Renewed,RES,174  CLAREMONT AVE,90803,CORP,1,0,0,0,0,Consulting,3,,New License,,Yes,No,Services,No,,,,0,0,,,,,,,,,,,,,,Home Office,64337
